atom_id,atom_name,domain_family,risk_score,risk_tier,review_priority,risk_reasons,structural_status,semantic_status,max_reviewable_verdict
ageoa.scipy.interpolate_v2.cubicsplinefit@ageoa/scipy/interpolate_v2/atoms.py:21,ageoa.scipy.interpolate_v2.cubicsplinefit,scipy,51,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.scipy.interpolate_v2.rbfinterpolatorfit@ageoa/scipy/interpolate_v2/atoms.py:42,ageoa.scipy.interpolate_v2.rbfinterpolatorfit,scipy,51,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.numpy.random_v2.combinatoricssampler@ageoa/numpy/random_v2/atoms.py:54,ageoa.numpy.random_v2.combinatoricssampler,numpy,49,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.numpy.random_v2.continuousmultivariatesampler@ageoa/numpy/random_v2/atoms.py:16,ageoa.numpy.random_v2.continuousmultivariatesampler,numpy,49,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.numpy.random_v2.discreteeventsampler@ageoa/numpy/random_v2/atoms.py:38,ageoa.numpy.random_v2.discreteeventsampler,numpy,49,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.numpy.search_sort_v2.lexicographicindirectsort@ageoa/numpy/search_sort_v2/atoms.py:37,ageoa.numpy.search_sort_v2.lexicographicindirectsort,numpy,49,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.char_func_option_d12.cf@ageoa/quantfin/char_func_option_d12/atoms.py:168,ageoa.quantfin.char_func_option_d12.cf,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.char_func_option_d12.charfuncoption@ageoa/quantfin/char_func_option_d12/atoms.py:26,ageoa.quantfin.char_func_option_d12.charfuncoption,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.quantfin.local_vol_d12.localvol@ageoa/quantfin/local_vol_d12/atoms.py:60,ageoa.quantfin.local_vol_d12.localvol,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.local_vol_d12.var@ageoa/quantfin/local_vol_d12/atoms.py:25,ageoa.quantfin.local_vol_d12.var,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.insertcf@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:673,ageoa.quantfin.monte_carlo_anti_d12.insertcf,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.quicksim@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:158,ageoa.quantfin.monte_carlo_anti_d12.quicksim,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.quicksimanti@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:191,ageoa.quantfin.monte_carlo_anti_d12.quicksimanti,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.runmc@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:39,ageoa.quantfin.monte_carlo_anti_d12.runmc,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.simulatestate@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:301,ageoa.quantfin.monte_carlo_anti_d12.simulatestate,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.tdma_solver_d12.cotraversevec@ageoa/quantfin/tdma_solver_d12/atoms.py:147,ageoa.quantfin.tdma_solver_d12.cotraversevec,quantfin,49,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.astroflow.dedispersionkernel@ageoa/astroflow/atoms.py:23,ageoa.astroflow.dedispersionkernel,astroflow,48,medium,review_later,RISK_CDG_ISSUES;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.tempo_jl.tai2utc_d12.tai_to_utc_inversion@ageoa/tempo_jl/tai2utc_d12/atoms.py:56,ageoa.tempo_jl.tai2utc_d12.tai_to_utc_inversion,tempo_jl,48,medium,review_later,RISK_CDG_ISSUES;RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.tempo_jl.tai2utc_d12.utc_to_tai_leap_second_kernel@ageoa/tempo_jl/tai2utc_d12/atoms.py:20,ageoa.tempo_jl.tai2utc_d12.utc_to_tai_leap_second_kernel,tempo_jl,48,medium,review_later,RISK_CDG_ISSUES;RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.biosppy.svm_proc.get_subject_results@ageoa/biosppy/svm_proc/atoms.py:74,ageoa.biosppy.svm_proc.get_subject_results,biosppy,47,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,partial,misleading
ageoa.particle_filters.basic.likelihood_reweight_kernel@ageoa/particle_filters/basic/atoms.py:72,ageoa.particle_filters.basic.likelihood_reweight_kernel,particle_filters,47,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.evolve@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:224,ageoa.quantfin.monte_carlo_anti_d12.evolve,quantfin,47,medium,review_later,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.quantfin.monte_carlo_anti_d12.process@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:377,ageoa.quantfin.monte_carlo_anti_d12.process,quantfin,47,medium,review_later,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.quantfin.monte_carlo_anti_d12.process@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:475,ageoa.quantfin.monte_carlo_anti_d12.process,quantfin,47,medium,review_later,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.process@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:548,ageoa.quantfin.monte_carlo_anti_d12.process,quantfin,47,medium,review_later,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.institutional_quant_engine.hawkes_process_d12.hawkesprocesssimulator@ageoa/institutional_quant_engine/hawkes_process_d12/atoms.py:18,ageoa.institutional_quant_engine.hawkes_process_d12.hawkesprocesssimulator,institutional_quant_engine,43,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.biosppy.eda.eda_feature_extraction@ageoa/biosppy/eda.py:88,ageoa.biosppy.eda.eda_feature_extraction,biosppy,42,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.biosppy.eda.gamboa_segmenter@ageoa/biosppy/eda.py:35,ageoa.biosppy.eda.gamboa_segmenter,biosppy,42,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,fail,misleading
ageoa.biosppy.pcg.pcg_segmentation@ageoa/biosppy/pcg.py:60,ageoa.biosppy.pcg.pcg_segmentation,biosppy,42,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,fail,misleading
ageoa.biosppy.pcg.shannon_energy@ageoa/biosppy/pcg.py:32,ageoa.biosppy.pcg.shannon_energy,biosppy,42,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,fail,misleading
ageoa.e2e_ppg.template_matching.templatefeaturecomputation@ageoa/e2e_ppg/template_matching/atoms.py:17,ageoa.e2e_ppg.template_matching.templatefeaturecomputation,e2e_ppg,41,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.almgren_chriss.computeoptimaltrajectory@ageoa/institutional_quant_engine/almgren_chriss/atoms.py:18,ageoa.institutional_quant_engine.almgren_chriss.computeoptimaltrajectory,institutional_quant_engine,41,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.order_flow_imbalance.orderflowimbalanceevaluation@ageoa/institutional_quant_engine/order_flow_imbalance/atoms.py:17,ageoa.institutional_quant_engine.order_flow_imbalance.orderflowimbalanceevaluation,institutional_quant_engine,41,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.pin_model.pinlikelihoodevaluation@ageoa/institutional_quant_engine/pin_model/atoms.py:18,ageoa.institutional_quant_engine.pin_model.pinlikelihoodevaluation,institutional_quant_engine,41,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.jFOF.topo.topological_loss_computation@ageoa/jFOF/topo/atoms.py:19,ageoa.jFOF.topo.topological_loss_computation,jFOF,41,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.molecular_docking.build_interaction_graph.pair_distance_compatibility_check@ageoa/molecular_docking/build_interaction_graph/atoms.py:20,ageoa.molecular_docking.build_interaction_graph.pair_distance_compatibility_check,molecular_docking,41,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,fail,misleading
ageoa.numpy.search_sort_v2.binarysearchinsertion@ageoa/numpy/search_sort_v2/atoms.py:20,ageoa.numpy.search_sort_v2.binarysearchinsertion,numpy,41,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.numpy.search_sort_v2.partialsortpartition@ageoa/numpy/search_sort_v2/atoms.py:55,ageoa.numpy.search_sort_v2.partialsortpartition,numpy,41,medium,review_later,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.mcmc_foundational.mini_mcmc.hmc.runsamplingloop@ageoa/mcmc_foundational/mini_mcmc/hmc/atoms.py:164,ageoa.mcmc_foundational.mini_mcmc.hmc.runsamplingloop,mcmc_foundational,40,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STOCHASTIC;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.build_sparse_graph_view@ageoa/molecular_docking/minimize_bandwidth/atoms.py:269,ageoa.molecular_docking.minimize_bandwidth.build_sparse_graph_view,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.build_threshold_search_space@ageoa/molecular_docking/minimize_bandwidth/atoms.py:322,ageoa.molecular_docking.minimize_bandwidth.build_threshold_search_space,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.enforce_threshold_sparsity@ageoa/molecular_docking/minimize_bandwidth/atoms.py:249,ageoa.molecular_docking.minimize_bandwidth.enforce_threshold_sparsity,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.initialize_reduction_state@ageoa/molecular_docking/minimize_bandwidth/atoms.py:130,ageoa.molecular_docking.minimize_bandwidth.initialize_reduction_state,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.select_minimum_bandwidth_permutation@ageoa/molecular_docking/minimize_bandwidth/atoms.py:373,ageoa.molecular_docking.minimize_bandwidth.select_minimum_bandwidth_permutation,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,fail,misleading
ageoa.molecular_docking.minimize_bandwidth.validate_square_matrix_shape@ageoa/molecular_docking/minimize_bandwidth/atoms.py:58,ageoa.molecular_docking.minimize_bandwidth.validate_square_matrix_shape,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.validate_symmetric_input@ageoa/molecular_docking/minimize_bandwidth/atoms.py:111,ageoa.molecular_docking.minimize_bandwidth.validate_symmetric_input,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.validate_symmetric_input@ageoa/molecular_docking/minimize_bandwidth/atoms.py:304,ageoa.molecular_docking.minimize_bandwidth.validate_symmetric_input,molecular_docking,38,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quantfin.char_func_option_d12.f@ageoa/quantfin/char_func_option_d12/atoms.py:125,ageoa.quantfin.char_func_option_d12.f,quantfin,38,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quantfin.rng_skip_d12.f@ageoa/quantfin/rng_skip_d12/atoms.py:393,ageoa.quantfin.rng_skip_d12.f,quantfin,38,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quantfin.rng_skip_d12.f@ageoa/quantfin/rng_skip_d12/atoms.py:439,ageoa.quantfin.rng_skip_d12.f,quantfin,38,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quantfin.rng_skip_d12.mulmod64@ageoa/quantfin/rng_skip_d12/atoms.py:239,ageoa.quantfin.rng_skip_d12.mulmod64,quantfin,38,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quantfin.rng_skip_d12.powmod64@ageoa/quantfin/rng_skip_d12/atoms.py:272,ageoa.quantfin.rng_skip_d12.powmod64,quantfin,38,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quantfin.rng_skip_d12.skip@ageoa/quantfin/rng_skip_d12/atoms.py:304,ageoa.quantfin.rng_skip_d12.skip,quantfin,38,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quantfin.rng_skip_d12.split@ageoa/quantfin/rng_skip_d12/atoms.py:364,ageoa.quantfin.rng_skip_d12.split,quantfin,38,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.skyfield.calculate_vector_angle@ageoa/skyfield/atoms.py:37,ageoa.skyfield.calculate_vector_angle,skyfield,38,medium,review_later,RISK_CDG_ISSUES;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.skyfield.compute_spherical_coordinate_rates@ageoa/skyfield/atoms.py:21,ageoa.skyfield.compute_spherical_coordinate_rates,skyfield,38,medium,review_later,RISK_CDG_ISSUES;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.datadriven.discover_equations@ageoa/datadriven/atoms.py:80,ageoa.datadriven.discover_equations,datadriven,37,medium,review_later,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,fail,misleading
ageoa.rust_robotics.controls.pure_pursuit@ageoa/rust_robotics/controls.py:58,ageoa.rust_robotics.controls.pure_pursuit,rust_robotics,37,medium,review_later,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,fail,misleading
ageoa.rust_robotics.num_methods.rk4@ageoa/rust_robotics/num_methods.py:50,ageoa.rust_robotics.num_methods.rk4,rust_robotics,37,medium,review_later,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.advancedvi.location_scale.evaluate_log_probability_density@ageoa/advancedvi/location_scale/atoms.py:18,ageoa.advancedvi.location_scale.evaluate_log_probability_density,advancedvi,36,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.copula_dependence.simulate_copula_dependence@ageoa/institutional_quant_engine/copula_dependence/atoms.py:19,ageoa.institutional_quant_engine.copula_dependence.simulate_copula_dependence,institutional_quant_engine,36,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.dynamic_hedge.kalman_hedge_ratio@ageoa/institutional_quant_engine/dynamic_hedge/atoms.py:21,ageoa.institutional_quant_engine.dynamic_hedge.kalman_hedge_ratio,institutional_quant_engine,36,medium,review_later,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
